text	created_at	public_metrics	Google_Translation	village	region	district
Ra’iisul Wasaaraha XFS Mudane Maxamed Xuseen Rooble ayaa booqday xarunta Guddiga Doorashooyinka Heer Federaal ee FEIT halkaas oo uu kula kulmay guddoonka iyo howlwadeennada guddiga oo uu uga mahadceliyay sida ay u maareeyeen howsha doorashooyinka. OPM https://t.co/JzUJqBXCLl	2022-04-10T14:09:02.000Z	{'retweet_count': 2, 'reply_count': 0, 'like_count': 7, 'quote_count': 0}	FGS Prime Minister Mohamed Hussein Roble visited the headquarters of the Federal Electoral Commission (FEIT) where he met with the chairman and staff of the commission and thanked them for their management of the electoral process. OPM https://t.co/JzUJqBXCLl	[]	[]	[]
Ra’iisul Wasaare @MohamedHRoble  ayaa booqday xarunta Guddiga Doorashooyinka Heer Federaal ee FEIT halkaas oo uu kula kulmay guddoonka iyo howlwadeennada guddiga oo uu uga mahadceliyay sida ay u maareeyeen howsha doorashooyinka, kuna dhiirrigeliyay dhammeystirka howlaha dhiman. https://t.co/291KLvDlTF	2022-04-10T14:08:23.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}	Prime Minister @MohamedHRoble visited the headquarters of the Federal Electoral Commission (FEIT) where he met with the chairman and staff of the commission and thanked them for their management of the electoral process, and encouraged them to complete the remaining tasks. https://t.co/291KLvDlTF	[]	[]	[]
Ra’iisal-wasaaraha Soomaaliya @MohamedHRoble  ayaa la kulmay guddoonka Guddiga Doorashooyinka Heer Federaal ee FEIT iyo Xoghayeyaasha guud ee Labada Aqal ee BFS oo uu kala hadlay qabanqaabada iyo u diraar garowga dhaarinta xildhibaannada ee qorsheysan 14-ka bishan April. https://t.co/zMkYAQZXWc	2022-04-10T14:05:27.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	Somali Prime Minister @MohamedHRoble met with the chairman of the Federal Electoral Commission (FEIT) and the secretaries general of the BFS to discuss the preparations for the April 14th swearing-in of lawmakers. https://t.co/zMkYAQZXWc	[]	[]	[]
"Baydhabo:Koonfurgalbeed &amp; Galmudug oo uu u socdo shir ay kaga tashanayaan arrimaha doorashooyinka iyo ismarin-waaga kuraasta la hakiyey.

@MohamedSelh https://t.co/2UfebnKdpC"	2022-04-10T13:55:40.000Z	{'retweet_count': 3, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}	Baidoa: Southwest &amp;. Galmudug on its way to a conference to discuss electoral issues and the stalemate in the suspended seats. @MohamedSelh https://t.co/2UfebnKdpC	['Baidoa']	['Bay']	['Baydhaba']
Madaxweynaha Dowlad Goboleedka Koonfur Galbeed Mudane Cabdicasiis Xasan Maxamed Laftagareen oo uu wehliyo Madaxweynaha Dowlad Goboleedka Galmudug Mudane Axmed Abdi Kaariye Qoor-qoor ayaa ka qeybgalay Shirka Wadatashiga Arimaha Doorashooyinka oo Maalmahan Baydhabo Ka Socday. https://t.co/t95YLQTBzH	2022-04-10T13:49:27.000Z	{'retweet_count': 1, 'reply_count': 0, 'like_count': 7, 'quote_count': 0}	The President of South West State of Somalia HE Abdiaziz Hassan Mohamed Laftagareen accompanied by the President of Galmudug State of Somalia HE Ahmed Abdi Kariye Qoor-Qoor attended the recent Electoral Consultative Conference in Baidoa. https://t.co/t95YLQTBzH	['Baidoa']	['Bay']	['Baydhaba']
Deg Deg: Fahad yaasiin oo Dacwad ka Gudbiyay Gudiga Doorashooyinka https://t.co/LLLlER7szM	2022-04-10T13:29:40.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	Fahad Yassin Files Complaint Against Electoral Commission https://t.co/LLLlER7szM	[]	[]	[]
Ra’iisul Waaaare Maxamed Xuseen Rooble ayaa la kulmay guddoonka Guddiga Doorashooyinka Heer Federaal ee FEIT iyo Xoghayeyaasha guud ee Labada Aqal ee BFS isagooo kala hadlay qabanqaabada iyo u diyaar garowga dhaarinta xildhibaannada ee qorsheysan 14-ka blshan. https://t.co/U8aSA8qxQy	2022-04-10T13:02:33.000Z	{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}	Prime Minister Mohamed Hussein Roble met with the chairman of the Federal Electoral Commission (FEIT) and the secretaries general of the BFS to discuss the preparations for the swearing-in of lawmakers scheduled for the 14th of this month. https://t.co/U8aSA8qxQy	[]	[]	[]
Ra’iisul Waaaaraha XFS Mudane Maxamed Xuseen Rooble ayaa la kulmay guddoonka Guddiga Doorashooyinka Heer Federaal ee FEIT iyo Xoghayeyaasha guud ee Labada Aqal ee BFS oo uu kala hadlay qabanqaabada iyo u diraar garowga dhaarinta xildhibaannada ee qorsheysan 14-ka bishan April. https://t.co/VmBdY72w9e	2022-04-10T12:55:08.000Z	{'retweet_count': 1, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}	FGS Prime Minister Mohamed Hussein Roble met with the chairman of the Federal Electoral Commission (FEIT) and the secretaries general of the two houses of the BFS to discuss the arrangements for and the swearing-in of lawmakers scheduled for April 14th. https://t.co/VmBdY72w9e	[]	[]	[]
Ra’iisul Wasaaraha XFS Mudane Maxamed Xuseen Rooble ayaa la kulmay qaar kamid ah wakiillada Beesha Caalamka oo ay ka wada hadleen arrimaha doorashooyinka  dalka oo heer gebogebo ah maraya iyo u diyaar garowga dhaarinta xildhibaannada labada aqal ee la qorsheeyay 14-ka bishan. https://t.co/vkoe3ZXW97	2022-04-10T12:55:03.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}	The Prime Minister of the Federal Republic of Somalia, HE Mohamed Hussein Roble, met with a number of international community representatives to discuss the country&#39;s final elections and preparations for the swearing-in of members of both houses of parliament scheduled for the 14th of this month. https://t.co/vkoe3ZXW97	[]	[]	[]
Gudiga doorashooyinka oo sheegay xildhinaada qaatey shahaadada https://t.co/yWmer6Lw2x	2022-04-10T12:54:18.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	The Electoral Commission says the candidates received the certificate https://t.co/yWmer6Lw2x	[]	[]	[]
Ra’iisul Waaaaraha XFS Mudane Maxamed Xuseen Rooble ayaa la kulmay guddoonka Guddiga Doorashooyinka Heer Federaal ee FEIT iyo Xoghayeyaasha guud ee Labada Aqal ee BFS oo uu kala hadlay qabanqaabada iyo u diraar garowga dhaarinta xildhibaannada ee qorsheysan 14-ka bishan April. https://t.co/YFjAkuP6OA	2022-04-10T12:53:58.000Z	{'retweet_count': 18, 'reply_count': 29, 'like_count': 105, 'quote_count': 3}	FGS Prime Minister Mohamed Hussein Roble met with the chairman of the Federal Electoral Commission (FEIT) and the secretaries general of the two houses of the BFS to discuss the arrangements for and the swearing-in of lawmakers scheduled for April 14th. https://t.co/YFjAkuP6OA	[]	[]	[]
@SomaliPM Gudiga doorashooyinka page kooda aad inadeerka u dhiibtay bahanow qofkasta wa ku ogyahay meesha umada somaliyeed dhigtay iyo doorashooyinka qof lagu qasaray  bad tahay oo qaran kii iyo qabiil kala garan wayey https://t.co/MZ2ndqpUl0	2022-04-10T12:48:31.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}	@SomaliM	[]	[]	[]
Ra’iisul Wasaaraha XFS Mudane @MohamedHRoble ayaa la kulmay qaar kamid ah wakiillada Beesha Caalamka oo ay ka wada hadleen arrimaha doorashooyinka  dalka oo heer gebogebo ah maraya iyo u diyaar garowga dhaarinta xildhibaannada labada aqal ee la qorsheeyay 14-ka bishan. https://t.co/DTVb7KIdgA	2022-04-10T12:48:11.000Z	{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}	The Prime Minister of the Federal Republic of Somalia, HE @MohamedHRoble, met with a number of international community representatives to discuss the country&#39;s final elections and preparations for the swearing-in of members of both houses of parliament scheduled for the 14th of this month. https://t.co/DTVb7KIdgA	[]	[]	[]
"Ra’iisul Wasaaraha XFS Mudane @MohamedHRoble  ayaa la kulmay qaar kamid ah wakiillada Beesha Caalamka oo ay ka wada hadleen arrimaha doorashooyinka  dalka oo heer gebogebo ah maraya iyo u diyaar garowga dhaarinta xildhibaannada labada aqal ee la qorsheeyay 14-ka bishan.
#Somali https://t.co/aYryfT3BFj"	2022-04-10T12:47:39.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	The Prime Minister of the Federal Republic of Somalia HE @MohamedHRoble met with some of the international community representatives to discuss the country&#39;s final elections and preparations for the swearing in of members of both houses of parliament scheduled for the 14th of this month. : //t.co/aYryfT3BFj	[]	[]	[]
Ra’iisul Wasaaraha XFS Mudane Maxamed Xuseen Rooble ayaa la kulmay qaar kamid ah wakiillada Beesha Caalamka oo ay ka wada hadleen arrimaha doorashooyinka  dalka oo heer gebogebo ah maraya iyo u diyaar garowga dhaarinta xildhibaannada labada aqal ee la qorsheeyay 14-ka bishan. https://t.co/oh1OUcvAp8	2022-04-10T12:46:14.000Z	{'retweet_count': 25, 'reply_count': 36, 'like_count': 115, 'quote_count': 7}	The Prime Minister of the Federal Republic of Somalia, HE Mohamed Hussein Roble, met with a number of international community representatives to discuss the country&#39;s final elections and preparations for the swearing-in of members of both houses of parliament scheduled for the 14th of this month. https://t.co/oh1OUcvAp8	[]	[]	[]
Ra’iisul Wasaaraha XFS Mudane Maxamed Xuseen Rooble ayaa la kulmay qaar kamid ah wakiillada Beesha Caalamka oo ay ka wada hadleen arrimaha doorashooyinka  dalka oo heer gebogebo ah maraya iyo u diyaar garowga dhaarinta xildhibaannada labada aqal ee la qorsheeyay 14-ka bishan. https://t.co/wV3UkDXWC7	2022-04-10T12:44:24.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}	The Prime Minister of the Federal Republic of Somalia, HE Mohamed Hussein Roble, met with a number of international community representatives to discuss the country&#39;s final elections and preparations for the swearing-in of members of both houses of parliament scheduled for the 14th of this month. https://t.co/wV3UkDXWC7	[]	[]	[]
Madaxweynaha Dowlad Goboleedka Koonfur Galbeed Mudane Cabdicasiis Xasan Maxamed Laftagareen oo uu wehliyo Madaxweynaha Dowlad Goboleedka Galmudug Mudane Axmed Abdi Kaariye Qoor-qoor ayaa ka qeybgalay Shirka Wadatashiga Arimaha Doorashooyinka oo Maalmahan Baydhabo uga Socdo	2022-04-10T12:37:28.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}	The President of South West State of Somalia HE Abdiaziz Hassan Mohamed Laftagareen accompanied by the President of Galmudug State of Somalia HE Ahmed Abdi Kariye Qoor-Qoor attended the ongoing Electoral Consultative Conference in Baidoa.	['Baidoa']	['Bay']	['Baydhaba']
Maxkamadda sare ee dalka oo loo gudbiyay dacwad ka dhan ah Guddigga Doorashooyinka ee dhawaan ishor istaagay kursiggii Fahad Yaasiin ee #Hope86. https://t.co/3VbRmxKLxD	2022-04-10T12:32:51.000Z	{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}	The country&#39;s Supreme Court has filed a lawsuit against the Electoral Commission that recently blocked Fahad Yassin&#39;s seat of # Hope86. https://t.co/3VbRmxKLxD	[]	[]	[]
Maxkamadda Sare dalka oo loo gudbiyay dacwad ka dhan ah Guddiga Doorashooyinka oo lixiriira sababta guddiga uu hor istaagay kursiga Fahad Yaasiin ee #Hope86. https://t.co/RlcMaqnq0H	2022-04-10T12:31:34.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	The Supreme Court has filed a lawsuit against the Electoral Commission over why the commission blocked Fahad Yassin&#39;s seat at # Hope86. https://t.co/RlcMaqnq0H	[]	[]	[]
Baydhabo:Koonfurgalbeed &amp; Galmudug oo uu u socdo shir ay kaga tashanayaan arrimaha doorashooyinka iyo ismarin-waaga kuraasta la hakiyey. https://t.co/KhzBmyV1F7	2022-04-10T12:20:18.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}	Baidoa: Southwest &amp;. Galmudug on its way to a conference to discuss electoral issues and the stalemate in the suspended seats. https://t.co/KhzBmyV1F7	['Baidoa']	['Bay']	['Baydhaba']
"Madaxweynaha Koonfur Galbeed @Laftagareen  oo uu wehliyo Madaxweynaha  Galmudug @MrQoorqoor ayaa ka qeybgalay Shirka Wadatashiga Arimaha 
Doorashooyinka oo Maalmahan Baydhabo uga Socdo Xildhibaanada Dooran labada Aqal ee Baarlamaanka Soomaaliya. 
#Somali https://t.co/qz7jqftVDt"	2022-04-10T12:08:58.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	South West President @Laftagareen accompanied by Galmudug President @MrQoorqoor attended the Consultation Conference. Somalia: Elections Underway in Baidoa . #Somali https://t.co/qz7jqftVDt	['Baidoa']	['Bay']	['Baydhaba']
Madaxweynaha DGKGS Mudane @Laftagareen oo uu wehliyo Madaxweynaha DG Galmudug Mudane @MrQoorqoor ayaa ka qeybgalay Shirka Wadatashiga Arimaha Doorashooyinka oo Maalmahan Baydhabo uga Socdo Xildhibaanada Dooran labada Aqal ee Baarlamaanka Soomaaliya. https://t.co/EUJdvuxnLe	2022-04-10T12:05:30.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 10, 'quote_count': 0}	The President of DGKGS Mr. @Laftagareen accompanied by the President of DGKGS Mr. @MrQoorqoor attended the recent Electoral Consultative Conference in Baidoa. https://t.co/EUJdvuxnLe	['Baidoa']	['Bay']	['Baydhaba']
Madaxweynaha DGKGS Mudane @Laftagareen oo uu wehliyo Madaxweynaha DG Galmudug Mudane @MrQoorqoor ayaa ka qeybgalay Shirka Wadatashiga Arimaha Doorashooyinka oo Maalmahan Baydhabo uga Socdo Xildhibaanada Dooran labada Aqal ee Baarlamaanka Soomaaliya. https://t.co/VlBJnRepSR	2022-04-10T12:05:15.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}	The President of DGKGS Mr. @Laftagareen accompanied by the President of DGKGS Mr. @MrQoorqoor attended the recent Electoral Consultative Conference in Baidoa. https://t.co/VlBJnRepSR	['Baidoa']	['Bay']	['Baydhaba']
Guddiga Doorashooyinka Heer Fedaraal oo shaaciyay tirada rasmiga ah ee Xildhibaanadda qaatay shahaadada Xildhibaanimo https://t.co/Ye73XnlHhn	2022-04-10T11:27:03.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}	Federal Electoral Commission Announces Official Numbers Of Parliamentary Certificates https://t.co/Ye73XnlHhn	[]	[]	[]
Asc Ramadaan Kareem bulshada soomaliyeed Waxaa lasocotiin inlagujiro marxaladihii doorashooyinka eedalka hada oointabadan dhamaadeen bixinta shahadoyiinka ee baarlamanka11 ee JFs marka lakareebo gobolka gedo hadaba waxaa jirikaraya inta marxaladahaan socdaan waxyaabo caqabadoah	2022-04-10T11:23:20.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	Asc.	[]	[]	[]
Waxaa maalintii Afaraad galay shirka wadatashiga arimaha doorashooyinka oo Maalmahan baydhabo uga socday Xildhibaanada Dooran ee Deegaan Doorashadooda ay tahay Koonfur Galbeed, shirka maanta waxaa ka qeybgalay Madaxweynaha KG iyo wafdiga Madaxweynaha Galmudug uu hogaaminaayo.	2022-04-10T11:12:38.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}	The President of the Federal Republic of Somalia HE Hassan Sheikh Mohamud and the President of the Federal Republic of Somalia HE Hassan Sheikh Mohamud	[]	['Togdheer']	['Sheikh']
Guddiga Doorashooyinka Federaalka oo shaaciyay inay shahaado siiyeen 200 oo Xildhibaan - https://t.co/XIsbSBelHt https://t.co/NMewhExLlx	2022-04-10T10:19:42.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	Federal Electoral Commission announces certification of 200 MPs - https://t.co/XIsbSBelHt https://t.co/NMewhExLlx	[]	[]	[]
"@mlibax Bullshit. After he lost presidential election in Somalia, he switched sides, this is typical Somalilanders.
Offer them something, the next day they'll be in MOGADISHU talking about somaliweyn, when they loose, they will become Somalilanders. ZERO principles. https://t.co/ZcwewO2ZAv"	2022-04-12T09:05:26.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}		['Mogadishu']	['Banadir']	['Banadir']
Federal election committee confirms swearing in of new MPs will take place on April 14 at The (Big) Tent at Afisyone section of the airport. #Somalia https://t.co/XnVDIsqR3C	2022-04-12T08:15:50.000Z	{'retweet_count': 8, 'reply_count': 1, 'like_count': 30, 'quote_count': 1}		[]	[]	[]
Madobe Speaks About the Election of 16 Seats in Garbaharey https://t.co/5KE8k18QhN #AlAfricaNews #Somalia	2022-04-12T07:46:04.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	['Gedo']	['Garbahaarey']
#Somalia’s election body notifies MPs &amp; Senators that their swearing-in ceremony will be held as scheduled at Afisyoni camp in Mogadishu on April 14. It comes as dozens of parliamentarians from Southwest region have not received their credentials. https://t.co/TtGjvHjIXk	2022-04-12T07:29:05.000Z	{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}		['Mogadishu']	['Banadir']	['Banadir']
@jeffphilips1 The defeat he will suffer at PDP primaries will send some of his supporters to Somalia before PDP will finally be put to sword at the presidential election	2022-04-12T07:06:00.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]
"#Somalia Army Celebrates the 62nd Anniversary of its founding in Mogadishu.

This year's commemoration comes as the armed forces have been embroiled in divisions and infighting for the past years due to election delays and @M_Farmaajo's attempted illegal term extension - critics. https://t.co/aLvskTFTz5"	2022-04-12T06:59:59.000Z	{'retweet_count': 3, 'reply_count': 1, 'like_count': 8, 'quote_count': 0}		['Mogadishu']	['Banadir']	['Banadir']
UN Secretary-General last night had a telephone conversation with the outgoing #Somalia president, Farmaajo to discuss a number of issues including the increased Alshabaab attacks, drought situation in the country and election process. https://t.co/ZPpRCcAShr	2022-04-12T05:47:23.000Z	{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}		[]	[]	[]
"@GaroweOnline @M_Farmaajo Do you know what does it mean ""outgoing president""! Election isn't yet to take place!!
Wishful thinking is far from reality!
The incumbent president is ready to contest the incoming election&amp; he is the nation's favourite of winning the election. Liked or not 
#Somalia #4moreyears"	2022-04-12T02:55:31.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}		[]	[]	[]
This is clear tribalism. Rooble proves tonight how minorities are oppressed in Somalia. Fahad is a very good example in this election. https://t.co/rXGDnDaDFo	2022-04-12T01:51:17.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]
Video circulating online shows @bashe_ahmed remarks at the recent annual judicial summit in January asserting that 'the ongoing indirect election are political based agreements' citing that the judicial courts lack powers to rule its dispute cases. #Somalia	2022-04-12T01:08:33.000Z	{'retweet_count': 1, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}		[]	[]	[]
Video circulating online shows @bashe_ahmed remarks at the recent annual judicial summit in January asserting that 'the ongoing indirect election are political based agreements' citing that the judicial courts lack powers to rule its dispute cases. #Somalia	2022-04-12T00:52:04.000Z	{'retweet_count': 6, 'reply_count': 1, 'like_count': 12, 'quote_count': 1}		[]	[]	[]
They never did this before so it's worth asking is this an invitation for Ethiopian troops to cross over into Somalia to 'fight against terrorists' and then make their way to (s)election venues. Exigent circumstances and all that? https://t.co/mIhfSwLQlt	2022-04-11T21:08:03.000Z	{'retweet_count': 2, 'reply_count': 0, 'like_count': 6, 'quote_count': 0}		[]	[]	[]
"Not everything you hear about Somalia is a NEGATIVE news. 

SHE is one of the 9 FEMALE councilors of Qardho district elected through a free and fair 1P1V October last year. 

She was just sworn-in and is participating in the election of the district Mayor. https://t.co/aIAkrv9427"	2022-04-11T20:35:49.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		['Qardho']	['Bari', 'Bay']	['Qardho', 'Buur Hakaba']
"Somalia's Chief Justice in his own words:

""We all agree that the ongoing indirect elections are not being administered in accordance with the law. It is an election ran by politicians. This ought not be repeated the next time.

Now, the politicians are the highest court....."" https://t.co/jfo0vo4bY9"	2022-04-11T20:25:48.000Z	{'retweet_count': 4, 'reply_count': 0, 'like_count': 16, 'quote_count': 1}		[]	[]	[]
Africa should experiment their election with this somalia style of election. https://t.co/9VROO0vk54	2022-04-11T19:55:10.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]
#Somalia: @M_Farmaajo accused of plotting to deploy foreign troops to Gedo region amid election stalemate. https://t.co/4alKKVqaEs https://t.co/LKoiHufguX	2022-04-11T19:14:14.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	['Gedo']	[]
@MohamedHRoble second yellow card was transgressing on Southwest Federal Government of Somalia  &amp; President @Laftagareen using ransom politics to get his way. He must receive RED card &amp; leave #Somalia politics. He failed in the Managment of the Election &amp; he must leave #RobleOUT https://t.co/fKUeXxOiZw	2022-04-11T18:34:46.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}		[]	[]	[]
@awabdimohamud @MohamedHRoble @SaidAbdullahiDe @M_Farmaajo That's clear violation of the election rules. Every seat must be elected or otherwise agreed upon to its fate&amp; that's duties of the committees.If some seats are missing or not elected yet, swearing of the parliament shouldn't take place otherwise it's  a coup d'etat. #Somalia	2022-04-11T17:46:12.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}		[]	[]	[]
#Somalia: @M_Farmaajo accused of plotting to deploy foreign troops to Gedo region amid election stalemate. https://t.co/GugjanM3Tr https://t.co/s72Hrh2TUb	2022-04-11T14:39:39.000Z	{'retweet_count': 11, 'reply_count': 17, 'like_count': 29, 'quote_count': 2}		[]	['Gedo']	[]
The office of the Attorney General demanded the adjournment of a lawsuit filed by Fahad Yassin in the Supreme Court, pending the completion of the information and evidence required to respond to the case over the nullification of his MP seat election by polls body FEIT. #Somalia. https://t.co/YlZ3DQ0ilg	2022-04-11T13:20:43.000Z	{'retweet_count': 2, 'reply_count': 4, 'like_count': 9, 'quote_count': 0}		[]	[]	[]
He can't hold fair &amp; Free elections for the 16 seats.We have all already seen how Mr Madoobe shameful rigged senators &amp; MPs seats in Kismayo &amp; now he wants to assure fair election for Gedo 16  seats. Who is going to believe him. Omer shepherd keeper and the tigger story #Somalia https://t.co/TD7ZNkkF1S	2022-04-11T13:18:48.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}		['Kismayo']	['Gedo', 'Lower Juba']	['Kismaayo']
BREAKING: Mahad Adan, a young Somali YouTuber has been arrested by NISA officers in Hudur district, bakool region after making a parody short clip mocking Southwest State president Laftagareen for attempting to derail the election process in #Somalia. https://t.co/ngwZfLDxhW	2022-04-11T11:48:47.000Z	{'retweet_count': 4, 'reply_count': 0, 'like_count': 5, 'quote_count': 1}		['Xudur']	['Bakool']	['Xudur']
"Somali youths trained in Eritrea then deployed to participate in #TigrayGenocide en route to Gedo region.

Farmaajo is yet again opening another battle front in the middle of an already existing political crisis over election delay.

A very worrying development for #Somalia. https://t.co/EoP4q7wd0F"	2022-04-11T11:37:56.000Z	{'retweet_count': 5, 'reply_count': 2, 'like_count': 7, 'quote_count': 2}		[]	['Gedo']	[]
Congratulations 🎉 to Abdi Said Qaal on his election as #Qardho District Commissioner of the #UnideyeParty. Aka #NabadIyoNolol #Puntland #Somalia https://t.co/Bb92nAE21r	2022-04-11T11:32:52.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}		['Qardho']	['Puntland', 'Bari', 'Bay']	['Qardho', 'Buur Hakaba']
#Somalia - Mahad Adam Haji, a young actor who makes parody short clips, was snatched by @HSNQ_NISA agents in Hudur district of Bakool and taken to custody. Mahad recently dropped a short clip depicting the state leader @Laftagareen's current attempts to deter the election process https://t.co/FcpUD3MItj	2022-04-11T11:28:14.000Z	{'retweet_count': 18, 'reply_count': 6, 'like_count': 41, 'quote_count': 4}		['Xudur']	['Bakool']	['Xudur']
Gudiga doorashooyinka oo ku dhawaaqey xiliga la dhaarin doono xildhibaanada https://t.co/DCHClJqsOT	2022-04-12T09:36:28.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	Election Commission announces swearing in of MPs https://t.co/DCHClJqsOT	[]	[]	[]
Xoghayaha guud ee qaramada midoobey oo madaxweynaha kala hadley arimaha doorashooyinka https://t.co/TmIxPRrshS	2022-04-12T09:32:12.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	UN Secretary-General discusses electoral issues with President https://t.co/TmIxPRrshS	[]	[]	[]
Guddiga doorashooyinka heer Federaal oo war ka soo saaray dhaarinta xildhibaannada labada gole https://t.co/WzhNi3SnS7	2022-04-12T09:20:38.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	Federal Electoral Commission issues statement on swearing in of members of both houses https://t.co/WzhNi3SnS7	[]	[]	[]
Guddiga hirgalinta doorashooyinka heer Federaal ee FEIT, ayaa maanta ku wargaliyay dhammaan xildhibaanada la doortay in maalinimada Khamiista ah ee ay taariikhdu ku beegantahay 14 April 2022 ay yimadaan hoolka teendhada Afisooni ee xayndaabka Xalane si loo dhaariyo xildhibaanada. https://t.co/giYWr9k4R6	2022-04-12T09:09:42.000Z	{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}	The Federal Electoral Commission (FEIT) has today informed all elected parliamentarians that on Thursday, April 14, 2022, they will come to the Afisooni tent hall at the Halane fence to be sworn in. https://t.co/giYWr9k4R6	[]	[]	[]
"Guddiga doorashooyinka heer federaal ayaa lagu yiri, ""Waxaan halkan idinku wargelinaynaa in maalinta Khamiista 14-ka April, 2022 ay tahay maalinta la qabanayo munaasabadda dhaarinta Xildhibaanada cusub. https://t.co/jp5dQuzMqH"	2022-04-12T08:59:47.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}	The Federal Electoral Commission said, &quot;We hereby inform you that Thursday, April 14, 2022 is the swearing-in ceremony of the new Members of Parliament. Https://t.co/jp5dQuzMqH	[]	[]	[]
"Guddiga doorashooyinka heer federaal ayaa maanta shaaciyay in maalinimada Khamiista ah ee ay taariikhdu ku beegantahay 14 April 2022 in la dhaarin doono xildhibaanada cusub.

Wuxuu guddigu ku wargalinayaa xildhibaanada in ay ilaaliyaan wakhtiga dhaarinta oo ah 10:00 Barqanimo. https://t.co/GwR8ZY3WID"	2022-04-12T08:47:09.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 1}	The Federal Electoral Commission (FEC) has today announced that new members of parliament will be sworn in on Thursday, April 14, 2022. The committee informs the councilors to observe the swearing in time of 10:00 AM. https://t.co/GwR8ZY3WID	[]	[]	[]
Guddiga Doorashooyinka FEIT oo war Deg Ded ah soo saaray https://t.co/omB8IDlHrP	2022-04-12T08:38:59.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	FEIT Election Commission Releases Statement https://t.co/omB8IDlHrP	[]	[]	[]
Guddiga Doorashooyinka Heer Fedaraal oo war rasmi ah kasoo saaray waqtiga la dhaarinaayo Xildhibaanadda labada Aqal https://t.co/1YKUpYkDB2	2022-04-12T08:23:03.000Z	{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}	Federal Electoral Commission issues official statement on swearing in of members of both houses https://t.co/1YKUpYkDB2	[]	[]	[]
